diagnosis_code,diagnosis_description,overlap_1FL
F15.229,"Other stimulant dependence with intoxication, unspecified",1
F15.129,"Other stimulant abuse with intoxication, unspecified",1
I77.74,Dissection of vertebral artery,0
I63.219,Cerebral infarction due to unspecified occlusion or stenosis of unspecified vertebral artery,1
M32.14,Glomerular disease in systemic lupus erythematosus,0
I34.9,"Nonrheumatic mitral valve disorder, unspecified",0
M32.19,Other organ or system involvement in systemic lupus erythematosus,0
M06.08,"Rheumatoid arthritis without rheumatoid factor, vertebrae",0
F32.3,"Major depressive disorder, single episode, severe with psychotic features",1
D03.62,"Melanoma in situ of left upper limb, including shoulder",0
C43.62,"Malignant melanoma of left upper limb, including shoulder",0
F20.3,Undifferentiated schizophrenia,0
D69.9,"Hemorrhagic condition, unspecified",0
J41.1,Mucopurulent chronic bronchitis,0
E08.65,Diabetes mellitus due to underlying condition with hyperglycemia,0
D06.7,Carcinoma in situ of other parts of cervix,0
I35.1,Nonrheumatic aortic (valve) insufficiency,0
Q23.2,Congenital mitral stenosis,0
K25.3,Acute gastric ulcer without hemorrhage or perforation,0
F11.13,Opioid abuse with withdrawal,0
I15.0,Renovascular hypertension,0
Z49.31,Encounter for adequacy testing for hemodialysis,0
L40.50,"Arthropathic psoriasis, unspecified",0
G40.401,"Other generalized epilepsy and epileptic syndromes, not intractable, with status epilepticus",0
Q22.5,Ebstein's anomaly,0
I63.532,Cerebral infarction due to unspecified occlusion or stenosis of left posterior cerebral artery,1
I69.354,Hemiplegia and hemiparesis following cerebral infarction affecting left non-dominant side,0
I63.522,Cerebral infarction due to unspecified occlusion or stenosis of left anterior cerebral artery,1
I63.531,Cerebral infarction due to unspecified occlusion or stenosis of right posterior cerebral artery,1
I66.21,Occlusion and stenosis of right posterior cerebral artery,1
I69.322,Dysarthria following cerebral infarction,0
I63.40,Cerebral infarction due to embolism of unspecified cerebral artery,1
B18.9,"Chronic viral hepatitis, unspecified",0
M31.6,Other giant cell arteritis,0
G37.8,Other specified demyelinating diseases of central nervous system,0
E08.22,Diabetes mellitus due to underlying condition with diabetic chronic kidney disease,0
F15.29,Other stimulant dependence with unspecified stimulant-induced disorder,1
D07.1,Carcinoma in situ of vulva,0
E08.8,Diabetes mellitus due to underlying condition with unspecified complications,0
E08.69,Diabetes mellitus due to underlying condition with other specified complication,0
K75.3,"Granulomatous hepatitis, not elsewhere classified",0
I63.8,Other cerebral infarction,1
F31.76,"Bipolar disorder, in full remission, most recent episode depressed",1
F15.221,Other stimulant dependence with intoxication delirium,1
F14.121,Cocaine abuse with intoxication with delirium,1
F15.121,Other stimulant abuse with intoxication delirium,1
C51.9,"Malignant neoplasm of vulva, unspecified",0
I50.82,Biventricular heart failure,1
I50.84,End stage heart failure,1
I70.90,Unspecified atherosclerosis,0
D53.8,Other specified nutritional anemias,0
E05.20,Thyrotoxicosis with toxic multinodular goiter without thyrotoxic crisis or storm,0
E05.91,"Thyrotoxicosis, unspecified with thyrotoxic crisis or storm",0
G80.9,"Cerebral palsy, unspecified",0
Q23.4,Hypoplastic left heart syndrome,0
C18.6,Malignant neoplasm of descending colon,0
C18.2,Malignant neoplasm of ascending colon,0
C18.7,Malignant neoplasm of sigmoid colon,0
C18.9,"Malignant neoplasm of colon, unspecified",0
I50.30,Unspecified diastolic (congestive) heart failure,1
I50.33,Acute on chronic diastolic (congestive) heart failure,1
I70.0,Atherosclerosis of aorta,0
I35.8,Other nonrheumatic aortic valve disorders,0
E44.1,Mild protein-calorie malnutrition,0
G36.9,"Acute disseminated demyelination, unspecified",0
F19.120,"Other psychoactive substance abuse with intoxication, uncomplicated",1
F12.19,Cannabis abuse with unspecified cannabis-induced disorder,1
F11.19,Opioid abuse with unspecified opioid-induced disorder,1
I70.91,Generalized atherosclerosis,0
B19.21,Unspecified viral hepatitis C with hepatic coma,0
D68.32,Hemorrhagic disorder due to extrinsic circulating anticoagulants,0
D52.1,Drug-induced folate deficiency anemia,0
G12.21,Amyotrophic lateral sclerosis,0
F03.90,Unspecified dementia without behavioral disturbance,0
D61.810,Antineoplastic chemotherapy induced pancytopenia,0
D68.2,Hereditary deficiency of other clotting factors,0
C67.1,Malignant neoplasm of dome of bladder,0
C67.7,Malignant neoplasm of urachus,0
C67.9,"Malignant neoplasm of bladder, unspecified",0
C16.9,"Malignant neoplasm of stomach, unspecified",0
C79.11,Secondary malignant neoplasm of bladder,0
E03.2,Hypothyroidism due to medicaments and other exogenous substances,0
C26.0,"Malignant neoplasm of intestinal tract, part unspecified",0
C76.2,Malignant neoplasm of abdomen,0
C56.9,Malignant neoplasm of unspecified ovary,0
I16.9,"Hypertensive crisis, unspecified",1
C79.60,Secondary malignant neoplasm of unspecified ovary,0
C79.82,Secondary malignant neoplasm of genital organs,0
C79.62,Secondary malignant neoplasm of left ovary,0
C79.61,Secondary malignant neoplasm of right ovary,0
C76.8,Malignant neoplasm of other specified ill-defined sites,0
C26.9,Malignant neoplasm of ill-defined sites within the digestive system,0
C40.22,Malignant neoplasm of long bones of left lower limb,0
E09.65,Drug or chemical induced diabetes mellitus with hyperglycemia,0
K76.1,Chronic passive congestion of liver,0
C80.0,"Disseminated malignant neoplasm, unspecified",0
F14.24,Cocaine dependence with cocaine-induced mood disorder,1
F10.121,Alcohol abuse with intoxication delirium,1
F10.220,"Alcohol dependence with intoxication, uncomplicated",1
C84.A0,"Cutaneous T-cell lymphoma, unspecified, unspecified site",0
C84.A3,"Cutaneous T-cell lymphoma, unspecified, intra-abdominal lymph nodes",0
C84.00,"Mycosis fungoides, unspecified site",0
D68.1,Hereditary factor XI deficiency,0
I74.3,Embolism and thrombosis of arteries of the lower extremities,0
I50.810,"Right heart failure, unspecified",1
I27.29,Other secondary pulmonary hypertension,0
I13.11,"Hypertensive heart and chronic kidney disease without heart failure, with stage 5 chronic kidney disease, or end stage renal disease",0
I27.22,Pulmonary hypertension due to left heart disease,0
M32.0,Drug-induced systemic lupus erythematosus,0
E08.00,Diabetes mellitus due to underlying condition with hyperosmolarity without nonketotic hyperglycemic-hyperosmolar coma (NKHHC),0
E08.3513,"Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy with macular edema, bilateral",0
E13.00,Other specified diabetes mellitus with hyperosmolarity without nonketotic hyperglycemic-hyperosmolar coma (NKHHC),1
E10.3513,"Type 1 diabetes mellitus with proliferative diabetic retinopathy with macular edema, bilateral",1
I60.7,Nontraumatic subarachnoid hemorrhage from unspecified intracranial artery,1
I60.31,Nontraumatic subarachnoid hemorrhage from right posterior communicating artery,1
I61.5,"Nontraumatic intracerebral hemorrhage, intraventricular",1
G40.B19,"Juvenile myoclonic epilepsy, intractable, without status epilepticus",0
C49.22,"Malignant neoplasm of connective and soft tissue of left lower limb, including hip",0
C77.4,Secondary and unspecified malignant neoplasm of inguinal and lower limb lymph nodes,0
C40.20,Malignant neoplasm of long bones of unspecified lower limb,0
C76.50,Malignant neoplasm of unspecified lower limb,0
C75.0,Malignant neoplasm of parathyroid gland,0
K29.20,Alcoholic gastritis without bleeding,0
K70.10,Alcoholic hepatitis without ascites,0
F10.231,Alcohol dependence with withdrawal delirium,1
D68.4,Acquired coagulation factor deficiency,0
I72.4,Aneurysm of artery of lower extremity,0
E13.65,Other specified diabetes mellitus with hyperglycemia,1
C49.0,"Malignant neoplasm of connective and soft tissue of head, face and neck",0
K74.0,Hepatic fibrosis,0
F13.280,"Sedative, hypnotic or anxiolytic dependence with sedative, hypnotic or anxiolytic-induced anxiety disorder",0
F16.288,Hallucinogen dependence with other hallucinogen-induced disorder,1
E10.3392,"Type 1 diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema, left eye",1
E10.3492,"Type 1 diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema, left eye",1
E10.3591,"Type 1 diabetes mellitus with proliferative diabetic retinopathy without macular edema, right eye",1
E08.42,Diabetes mellitus due to underlying condition with diabetic polyneuropathy,0
E11.3492,"Type 2 diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema, left eye",1
E10.3592,"Type 1 diabetes mellitus with proliferative diabetic retinopathy without macular edema, left eye",1
E10.622,Type 1 diabetes mellitus with other skin ulcer,1
E10.41,Type 1 diabetes mellitus with diabetic mononeuropathy,1
E13.621,Other specified diabetes mellitus with foot ulcer,1
E11.641,Type 2 diabetes mellitus with hypoglycemia with coma,1
E10.3491,"Type 1 diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema, right eye",1
E08.21,Diabetes mellitus due to underlying condition with diabetic nephropathy,0
E08.3523,"Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy with traction retinal detachment involving the macula, bilateral",0
E08.49,Diabetes mellitus due to underlying condition with other diabetic neurological complication,0
E08.10,Diabetes mellitus due to underlying condition with ketoacidosis without coma,0
E08.621,Diabetes mellitus due to underlying condition with foot ulcer,0
E10.3399,"Type 1 diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema, unspecified eye",1
E10.44,Type 1 diabetes mellitus with diabetic amyotrophy,1
M33.90,"Dermatopolymyositis, unspecified, organ involvement unspecified",0
I73.89,Other specified peripheral vascular diseases,0
M33.13,Other dermatomyositis without myopathy,0
M33.91,"Dermatopolymyositis, unspecified with respiratory involvement",0
B19.9,Unspecified viral hepatitis without hepatic coma,0
F19.129,"Other psychoactive substance abuse with intoxication, unspecified",1
F13.229,"Sedative, hypnotic or anxiolytic dependence with intoxication, unspecified",1
F19.239,"Other psychoactive substance dependence with withdrawal, unspecified",1
F31.61,"Bipolar disorder, current episode mixed, mild",1
E08.11,Diabetes mellitus due to underlying condition with ketoacidosis with coma,0
M35.3,Polymyalgia rheumatica,0
G46.3,Brain stem stroke syndrome,1
I66.9,Occlusion and stenosis of unspecified cerebral artery,1
I66.3,Occlusion and stenosis of cerebellar arteries,1
I63.132,Cerebral infarction due to embolism of left carotid artery,1
I27.2,Other secondary pulmonary hypertension,0
I70.203,"Unspecified atherosclerosis of native arteries of extremities, bilateral legs",0
J43.2,Centrilobular emphysema,0
G37.3,Acute transverse myelitis in demyelinating disease of central nervous system,0
F15.120,"Other stimulant abuse with intoxication, uncomplicated",1
I73.01,Raynaud's syndrome with gangrene,0
K74.00,"Hepatic fibrosis, unspecified",0
G83.89,Other specified paralytic syndromes,0
F30.8,Other manic episodes,0
M08.1,Juvenile ankylosing spondylitis,0
M08.3,Juvenile rheumatoid polyarthritis (seronegative),0
C56.1,Malignant neoplasm of right ovary,0
Q22.0,Pulmonary valve atresia,0
K74.02,"Hepatic fibrosis, advanced fibrosis",0
I65.02,Occlusion and stenosis of left vertebral artery,1
Q22.6,Hypoplastic right heart syndrome,0
H35.039,"Hypertensive retinopathy, unspecified eye",0
C77.0,"Secondary and unspecified malignant neoplasm of lymph nodes of head, face and neck",0
C76.0,"Malignant neoplasm of head, face and neck",0
F10.950,"Alcohol use, unspecified with alcohol-induced psychotic disorder with delusions",0
I36.2,Nonrheumatic tricuspid (valve) stenosis with insufficiency,0
I07.0,Rheumatic tricuspid stenosis,0
I01.1,Acute rheumatic endocarditis,0
I09.1,"Rheumatic diseases of endocardium, valve unspecified",0
I63.09,Cerebral infarction due to thrombosis of other precerebral artery,1
D61.811,Other drug-induced pancytopenia,0
I36.0,Nonrheumatic tricuspid (valve) stenosis,0
I07.8,Other rheumatic tricuspid valve diseases,0
E11.610,Type 2 diabetes mellitus with diabetic neuropathic arthropathy,1
Q22.3,Other congenital malformations of pulmonary valve,0
I28.1,Aneurysm of pulmonary artery,0
C17.9,"Malignant neoplasm of small intestine, unspecified",0
C96.Z,"Other specified malignant neoplasms of lymphoid, hematopoietic and related tissue",0
I27.23,Pulmonary hypertension due to lung diseases and hypoxia,0
E13.49,Other specified diabetes mellitus with other diabetic neurological complication,1
Z94.4,Liver transplant status,0
I86.4,Gastric varices,0
I77.1,Stricture of artery,0
M06.4,Inflammatory polyarthropathy,0
I72.2,Aneurysm of renal artery,0
G21.9,"Secondary parkinsonism, unspecified",0
M07.672,"Enteropathic arthropathies, left ankle and foot",0
M07.671,"Enteropathic arthropathies, right ankle and foot",0
K70.0,Alcoholic fatty liver,0
K70.9,"Alcoholic liver disease, unspecified",0
K70.41,Alcoholic hepatic failure with coma,0
K76.7,Hepatorenal syndrome,0
F10.232,Alcohol dependence with withdrawal with perceptual disturbance,1
I51.81,Takotsubo syndrome,0
K74.4,Secondary biliary cirrhosis,0
I69.054,Hemiplegia and hemiparesis following nontraumatic subarachnoid hemorrhage affecting left non-dominant side,0
G81.14,Spastic hemiplegia affecting left nondominant side,0
I69.359,Hemiplegia and hemiparesis following cerebral infarction affecting unspecified side,0
G81.10,Spastic hemiplegia affecting unspecified side,0
F10.94,"Alcohol use, unspecified with alcohol-induced mood disorder",1
E11.3593,"Type 2 diabetes mellitus with proliferative diabetic retinopathy without macular edema, bilateral",1
E10.3542,"Type 1 diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, left eye",1
E11.3592,"Type 2 diabetes mellitus with proliferative diabetic retinopathy without macular edema, left eye",1
E10.3541,"Type 1 diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, right eye",1
E10.3532,"Type 1 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, left eye",1
E11.3591,"Type 2 diabetes mellitus with proliferative diabetic retinopathy without macular edema, right eye",1
E11.3542,"Type 2 diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, left eye",1
I78.8,Other diseases of capillaries,0
E08.01,Diabetes mellitus due to underlying condition with hyperosmolarity with coma,0
I74.2,Embolism and thrombosis of arteries of the upper extremities,0
I65.01,Occlusion and stenosis of right vertebral artery,1
I72.0,Aneurysm of carotid artery,0
I50.812,Chronic right heart failure,0
M33.21,Polymyositis with respiratory involvement,0
M33.29,Polymyositis with other organ involvement,0
I69.30,Unspecified sequelae of cerebral infarction,0
I27.9,"Pulmonary heart disease, unspecified",0
G36.0,Neuromyelitis optica [Devic],0
G82.20,"Paraplegia, unspecified",0
G83.9,"Paralytic syndrome, unspecified",0
Q23.3,Congenital mitral insufficiency,0
F11.229,"Opioid dependence with intoxication, unspecified",1
D52.0,Dietary folate deficiency anemia,0
I05.0,Rheumatic mitral stenosis,0
I63.511,Cerebral infarction due to unspecified occlusion or stenosis of right middle cerebral artery,1
I63.031,Cerebral infarction due to thrombosis of right carotid artery,1
I63.411,Cerebral infarction due to embolism of right middle cerebral artery,1
G40.009,"Localization-related (focal) (partial) idiopathic epilepsy and epileptic syndromes with seizures of localized onset, not intractable, without status epilepticus",0
F14.188,Cocaine abuse with other cocaine-induced disorder,1
C44.99,"Other specified malignant neoplasm of skin, unspecified",0
C44.90,"Unspecified malignant neoplasm of skin, unspecified",0
M06.061,"Rheumatoid arthritis without rheumatoid factor, right knee",0
M06.871,"Other specified rheumatoid arthritis, right ankle and foot",0
M06.071,"Rheumatoid arthritis without rheumatoid factor, right ankle and foot",0
M05.871,Other rheumatoid arthritis with rheumatoid factor of right ankle and foot,0
C32.9,"Malignant neoplasm of larynx, unspecified",0
D03.61,"Melanoma in situ of right upper limb, including shoulder",0
F19.230,"Other psychoactive substance dependence with withdrawal, uncomplicated",1
F10.29,Alcohol dependence with unspecified alcohol-induced disorder,1
F31.2,"Bipolar disorder, current episode manic severe with psychotic features",0
I72.8,Aneurysm of other specified arteries,0
Z68.54,"Body mass index [BMI] pediatric, greater than or equal to 95th percentile for age",0
D69.49,Other primary thrombocytopenia,0
I63.412,Cerebral infarction due to embolism of left middle cerebral artery,1
G91.1,Obstructive hydrocephalus,0
K28.4,Chronic or unspecified gastrojejunal ulcer with hemorrhage,0
F14.23,Cocaine dependence with withdrawal,1
M05.741,Rheumatoid arthritis with rheumatoid factor of right hand without organ or systems involvement,0
M05.742,Rheumatoid arthritis with rheumatoid factor of left hand without organ or systems involvement,0
M31.19,Other thrombotic microangiopathy,0
G91.0,Communicating hydrocephalus,0
I67.4,Hypertensive encephalopathy,1
F06.34,Mood disorder due to known physiological condition with mixed features,0
G83.10,Monoplegia of lower limb affecting unspecified side,0
C18.3,Malignant neoplasm of hepatic flexure,0
C78.7,Secondary malignant neoplasm of liver and intrahepatic bile duct,0
C22.9,"Malignant neoplasm of liver, not specified as primary or secondary",0
C79.81,Secondary malignant neoplasm of breast,0
E11.3312,"Type 2 diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema, left eye",1
F13.19,"Sedative, hypnotic or anxiolytic abuse with unspecified sedative, hypnotic or anxiolytic-induced disorder",1
F12.229,"Cannabis dependence with intoxication, unspecified",1
G83.20,Monoplegia of upper limb affecting unspecified side,0
I63.89,Other cerebral infarction,1
F15.159,"Other stimulant abuse with stimulant-induced psychotic disorder, unspecified",0
R93.9,Diagnostic imaging inconclusive due to excess body fat of patient,0
K26.5,Chronic or unspecified duodenal ulcer with perforation,0
F06.1,Catatonic disorder due to known physiological condition,0
F14.29,Cocaine dependence with unspecified cocaine-induced disorder,1
K27.5,"Chronic or unspecified peptic ulcer, site unspecified, with perforation",0
K25.5,Chronic or unspecified gastric ulcer with perforation,0
E09.9,Drug or chemical induced diabetes mellitus without complications,0
E03.0,Congenital hypothyroidism with diffuse goiter,0
C21.0,"Malignant neoplasm of anus, unspecified",0
C78.5,Secondary malignant neoplasm of large intestine and rectum,0
E31.21,Multiple endocrine neoplasia [MEN] type I,0
G25.9,"Extrapyramidal and movement disorder, unspecified",0
I77.810,Thoracic aortic ectasia,0
F12.959,"Cannabis use, unspecified with psychotic disorder, unspecified",0
C78.00,Secondary malignant neoplasm of unspecified lung,0
C78.89,Secondary malignant neoplasm of other digestive organs,0
F12.29,Cannabis dependence with unspecified cannabis-induced disorder,1
G25.4,Drug-induced chorea,0
I27.24,Chronic thromboembolic pulmonary hypertension,0
G82.22,"Paraplegia, incomplete",0
I75.019,Atheroembolism of unspecified upper extremity,0
F11.129,"Opioid abuse with intoxication, unspecified",1
F19.121,Other psychoactive substance abuse with intoxication delirium,1
F12.129,"Cannabis abuse with intoxication, unspecified",1
G45.3,Amaurosis fugax,1
G47.411,Narcolepsy with cataplexy,0
C49.6,"Malignant neoplasm of connective and soft tissue of trunk, unspecified",0
D69.8,Other specified hemorrhagic conditions,0
D53.0,Protein deficiency anemia,0
G81.90,"Hemiplegia, unspecified affecting unspecified side",0
C53.0,Malignant neoplasm of endocervix,0
C79.01,Secondary malignant neoplasm of right kidney and renal pelvis,0
M32.13,Lung involvement in systemic lupus erythematosus,0
M31.0,Hypersensitivity angiitis,0
K25.7,Chronic gastric ulcer without hemorrhage or perforation,0
F30.10,"Manic episode without psychotic symptoms, unspecified",0
I27.21,Secondary pulmonary arterial hypertension,0
G32.89,Other specified degenerative disorders of nervous system in diseases classified elsewhere,0
I50.813,Acute on chronic right heart failure,1
I13.10,"Hypertensive heart and chronic kidney disease without heart failure, with stage 1 through stage 4 chronic kidney disease, or unspecified chronic kidney disease",1
I50.83,High output heart failure,1
I27.89,Other specified pulmonary heart diseases,0
F02.81,Dementia in other diseases classified elsewhere with behavioral disturbance,0
M06.30,"Rheumatoid nodule, unspecified site",0
E66.1,Drug-induced obesity,0
G83.4,Cauda equina syndrome,0
D05.00,Lobular carcinoma in situ of unspecified breast,0
D05.02,Lobular carcinoma in situ of left breast,0
E10.3211,"Type 1 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, right eye",1
E10.329,Type 1 diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema,1
E10.3511,"Type 1 diabetes mellitus with proliferative diabetic retinopathy with macular edema, right eye",1
E10.3512,"Type 1 diabetes mellitus with proliferative diabetic retinopathy with macular edema, left eye",1
E10.351,Type 1 diabetes mellitus with proliferative diabetic retinopathy with macular edema,1
E10.3519,"Type 1 diabetes mellitus with proliferative diabetic retinopathy with macular edema, unspecified eye",1
H34.231,"Retinal artery branch occlusion, right eye",0
H34.239,"Retinal artery branch occlusion, unspecified eye",0
D68.312,Antiphospholipid antibody with hemorrhagic disorder,0
C96.9,"Malignant neoplasm of lymphoid, hematopoietic and related tissue, unspecified",0
I66.8,Occlusion and stenosis of other cerebral arteries,1
C78.4,Secondary malignant neoplasm of small intestine,0
C79.19,Secondary malignant neoplasm of other urinary organs,0
F10.14,Alcohol abuse with alcohol-induced mood disorder,1
F25.8,Other schizoaffective disorders,0
F11.120,"Opioid abuse with intoxication, uncomplicated",1
K74.5,"Biliary cirrhosis, unspecified",0
I85.01,Esophageal varices with bleeding,0
F20.1,Disorganized schizophrenia,0
F20.5,Residual schizophrenia,0
F20.81,Schizophreniform disorder,0
C48.1,Malignant neoplasm of specified parts of peritoneum,0
F14.120,"Cocaine abuse with intoxication, uncomplicated",1
J45.991,Cough variant asthma,0
F06.32,Mood disorder due to known physiological condition with major depressive-like episode,0
F15.188,Other stimulant abuse with other stimulant-induced disorder,1
I77.819,"Aortic ectasia, unspecified site",0
F15.122,Other stimulant abuse with intoxication with perceptual disturbance,1
F11.122,Opioid abuse with intoxication with perceptual disturbance,1
F14.122,Cocaine abuse with intoxication with perceptual disturbance,1
M32.12,Pericarditis in systemic lupus erythematosus,0
M08.20,"Juvenile rheumatoid arthritis with systemic onset, unspecified site",0
M08.29,"Juvenile rheumatoid arthritis with systemic onset, multiple sites",0
I69.392,Facial weakness following cerebral infarction,0
D05.10,Intraductal carcinoma in situ of unspecified breast,0
D05.91,Unspecified type of carcinoma in situ of right breast,0
M31.4,Aortic arch syndrome [Takayasu],0
I70.1,Atherosclerosis of renal artery,0
T82.03XA,"Leakage of heart valve prosthesis, initial encounter",0
I01.9,"Acute rheumatic heart disease, unspecified",0
I01.8,Other acute rheumatic heart disease,0
I71.4,"Abdominal aortic aneurysm, without rupture",1
I70.298,"Other atherosclerosis of native arteries of extremities, other extremity",0
F19.288,Other psychoactive substance dependence with other psychoactive substance-induced disorder,1
E09.649,Drug or chemical induced diabetes mellitus with hypoglycemia without coma,0
I63.429,Cerebral infarction due to embolism of unspecified anterior cerebral artery,1
I66.09,Occlusion and stenosis of unspecified middle cerebral artery,1
I07.2,Rheumatic tricuspid stenosis and insufficiency,0
B37.6,Candidal endocarditis,0
T82.01XA,"Breakdown (mechanical) of heart valve prosthesis, initial encounter",0
I50.811,Acute right heart failure,1
T82.09XA,"Other mechanical complication of heart valve prosthesis, initial encounter",0
T82.6XXD,"Infection and inflammatory reaction due to cardiac valve prosthesis, subsequent encounter",0
I50.89,Other heart failure,1
I61.0,"Nontraumatic intracerebral hemorrhage in hemisphere, subcortical",1
I61.8,Other nontraumatic intracerebral hemorrhage,1
A18.01,Tuberculosis of spine,0
D07.2,Carcinoma in situ of vagina,0
M35.2,Behcet's disease,0
E10.630,Type 1 diabetes mellitus with periodontal disease,1
D69.1,Qualitative platelet defects,0
D69.51,Posttransfusion purpura,0
G82.50,"Quadriplegia, unspecified",0
Q22.4,Congenital tricuspid stenosis,0
I63.449,Cerebral infarction due to embolism of unspecified cerebellar artery,1
C78.02,Secondary malignant neoplasm of left lung,0
C78.01,Secondary malignant neoplasm of right lung,0
I71.01,Dissection of thoracic aorta,1
G25.5,Other chorea,0
F13.11,"Sedative, hypnotic or anxiolytic abuse, in remission",0
M12.049,"Chronic postrheumatic arthropathy [Jaccoud], unspecified hand",0
I66.02,Occlusion and stenosis of left middle cerebral artery,1
I63.512,Cerebral infarction due to unspecified occlusion or stenosis of left middle cerebral artery,1
F06.30,"Mood disorder due to known physiological condition, unspecified",0
I65.1,Occlusion and stenosis of basilar artery,1
G45.4,Transient global amnesia,1
B19.0,Unspecified viral hepatitis with hepatic coma,0
I05.1,Rheumatic mitral insufficiency,0
C15.5,Malignant neoplasm of lower third of esophagus,0
C16.0,Malignant neoplasm of cardia,0
C15.4,Malignant neoplasm of middle third of esophagus,0
F13.230,"Sedative, hypnotic or anxiolytic dependence with withdrawal, uncomplicated",1
F34.0,Cyclothymic disorder,0
I69.328,Other speech and language deficits following cerebral infarction,0
I71.02,Dissection of abdominal aorta,1
F11.959,"Opioid use, unspecified with opioid-induced psychotic disorder, unspecified",0
Q22.9,"Congenital malformation of tricuspid valve, unspecified",0
F14.959,"Cocaine use, unspecified with cocaine-induced psychotic disorder, unspecified",0
M35.89,Other specified systemic involvement of connective tissue,0
M05.721,Rheumatoid arthritis with rheumatoid factor of right elbow without organ or systems involvement,0
M05.722,Rheumatoid arthritis with rheumatoid factor of left elbow without organ or systems involvement,0
E10.339,Type 1 diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema,1
G83.30,"Monoplegia, unspecified affecting unspecified side",0
G82.21,"Paraplegia, complete",0
I37.0,Nonrheumatic pulmonary valve stenosis,0
Q22.2,Congenital pulmonary valve insufficiency,0
I37.2,Nonrheumatic pulmonary valve stenosis with insufficiency,0
E11.3599,"Type 2 diabetes mellitus with proliferative diabetic retinopathy without macular edema, unspecified eye",1
E11.3519,"Type 2 diabetes mellitus with proliferative diabetic retinopathy with macular edema, unspecified eye",1
E11.351,Type 2 diabetes mellitus with proliferative diabetic retinopathy with macular edema,1
G89.0,Central pain syndrome,0
F13.129,"Sedative, hypnotic or anxiolytic abuse with intoxication, unspecified",1
M06.342,"Rheumatoid nodule, left hand",0
M06.341,"Rheumatoid nodule, right hand",0
K71.6,"Toxic liver disease with hepatitis, not elsewhere classified",0
Z95.811,Presence of heart assist device,0
T82.6XXS,"Infection and inflammatory reaction due to cardiac valve prosthesis, sequela",0
C43.60,"Malignant melanoma of unspecified upper limb, including shoulder",0
Q23.8,Other congenital malformations of aortic and mitral valves,0
G23.8,Other specified degenerative diseases of basal ganglia,0
M32.11,Endocarditis in systemic lupus erythematosus,0
M35.09,Sjogren syndrome with other organ involvement,0
A18.84,Tuberculosis of heart,0
G80.8,Other cerebral palsy,0
D05.81,Other specified type of carcinoma in situ of right breast,0
E10.11,Type 1 diabetes mellitus with ketoacidosis with coma,1
C43.71,"Malignant melanoma of right lower limb, including hip",0
G25.79,Other drug induced movement disorders,0
K26.0,Acute duodenal ulcer with hemorrhage,0
F31.11,"Bipolar disorder, current episode manic without psychotic features, mild",0
I61.3,Nontraumatic intracerebral hemorrhage in brain stem,1
G91.8,Other hydrocephalus,0
E10.49,Type 1 diabetes mellitus with other diabetic neurological complication,1
I60.4,Nontraumatic subarachnoid hemorrhage from basilar artery,1
I60.8,Other nontraumatic subarachnoid hemorrhage,1
I61.2,"Nontraumatic intracerebral hemorrhage in hemisphere, unspecified",1
I69.365,"Other paralytic syndrome following cerebral infarction, bilateral",0
F12.121,Cannabis abuse with intoxication delirium,1
I69.312,Visuospatial deficit and spatial neglect following cerebral infarction,0
P91.60,"Hypoxic ischemic encephalopathy [HIE], unspecified",0
P91.63,Severe hypoxic ischemic encephalopathy [HIE],0
M05.771,Rheumatoid arthritis with rheumatoid factor of right ankle and foot without organ or systems involvement,0
M05.772,Rheumatoid arthritis with rheumatoid factor of left ankle and foot without organ or systems involvement,0
M30.1,Polyarteritis with lung involvement [Churg-Strauss],0
M31.30,Wegener's granulomatosis without renal involvement,0
F34.9,"Persistent mood [affective] disorder, unspecified",0
G40.419,"Other generalized epilepsy and epileptic syndromes, intractable, without status epilepticus",0
M34.89,Other systemic sclerosis,0
Q22.1,Congenital pulmonary valve stenosis,0
C56.2,Malignant neoplasm of left ovary,0
I63.81,Other cerebral infarction due to occlusion or stenosis of small artery,1
I61.1,"Nontraumatic intracerebral hemorrhage in hemisphere, cortical",1
I69.992,Facial weakness following unspecified cerebrovascular disease,0
I69.319,Unspecified symptoms and signs involving cognitive functions following cerebral infarction,0
I69.391,Dysphagia following cerebral infarction,0
I69.31,Cognitive deficits following cerebral infarction,0
G40.301,"Generalized idiopathic epilepsy and epileptic syndromes, not intractable, with status epilepticus",0
G81.11,Spastic hemiplegia affecting right dominant side,0
